sid,timepoint,factor,semipartial correlation
4,1225,Attended Area,0.05235119107743606
4,-225,Total,0.5221950246807189
4,-175,Total,0.27169240693374497
4,-125,Total,0.19111586998302055
4,-75,Total,0.4861410107533136
4,-25,Total,0.344736175941427
4,25,Total,0.33233388935879166
4,75,Total,0.6490858849535581
4,125,Total,0.8580110030929528
4,175,Total,0.6766565754591594
4,225,Total,0.59781290417774
4,275,Total,0.7933398007780958
4,325,Total,0.7063897976093512
4,375,Total,0.6983437015581799
4,425,Total,0.6879984803920779
4,475,Total,0.3294540311891595
4,525,Total,0.5191500820214003
4,575,Total,0.5849298526024352
4,625,Total,0.6086620155210121
4,675,Total,0.5515959198292987
4,725,Total,0.5079402353080394
4,775,Total,0.4287741679464705
4,825,Total,0.4194922322862232
4,875,Total,0.4573071482525362
4,925,Total,0.49679160726306876
4,975,Total,0.4276034371068452
4,1025,Total,0.3876927432274648
4,1075,Total,0.3726747972591573
4,1125,Total,0.4043023601728377
4,1175,Total,0.35126495305951705
4,1225,Total,0.35774484477561663
5,-225,Set Size,0.08020693084020836
5,-175,Set Size,-0.036686970628344834
5,-125,Set Size,0.18652352625886828
5,-75,Set Size,0.10129507556821908
5,-25,Set Size,0.12479801303628998
5,25,Set Size,0.032603927206399
5,75,Set Size,-0.18242770169081107
5,125,Set Size,0.26165942686391197
5,175,Set Size,0.09253431284137931
5,225,Set Size,0.4358970896760062
5,275,Set Size,0.20264056056828603
5,325,Set Size,0.16905289088137973
5,375,Set Size,0.17634511272743603
5,425,Set Size,0.1770760029574431
5,475,Set Size,0.12961339417541023
5,525,Set Size,0.11881450001690838
5,575,Set Size,0.1073374222727046
5,625,Set Size,0.2737975032500475
5,675,Set Size,0.32565337399045297
5,725,Set Size,0.4640802292384549
5,775,Set Size,0.2314370133802296
5,825,Set Size,0.3039261466308835
5,875,Set Size,0.2903953551098668
5,925,Set Size,0.5377155336048541
5,975,Set Size,0.43132586979406173
5,1025,Set Size,0.2447948674922921
5,1075,Set Size,0.058397901663317424
5,1125,Set Size,0.303034716449317
5,1175,Set Size,0.2423938103650554
5,1225,Set Size,0.23921687471895844
5,-225,Number of Locations,0.19647345921507578
5,-175,Number of Locations,-0.018547038912515214
5,-125,Number of Locations,0.2112984968261584
5,-75,Number of Locations,0.14366018024078547
5,-25,Number of Locations,0.03835959467048637
5,25,Number of Locations,0.13696142844419676
5,75,Number of Locations,0.0994901281178582
5,125,Number of Locations,0.12405260016804542
5,175,Number of Locations,-0.01887295364509079
5,225,Number of Locations,0.09032124163123456
5,275,Number of Locations,-0.06886208439009503
5,325,Number of Locations,0.0240552942204004
5,375,Number of Locations,0.22320313215378018
5,425,Number of Locations,0.21144588930958952
5,475,Number of Locations,-0.01681016932474703
5,525,Number of Locations,0.01785956888470144
5,575,Number of Locations,-0.03856137323649795
5,625,Number of Locations,0.037062030915392036
5,675,Number of Locations,-0.03656891809260963
5,725,Number of Locations,0.19157031596668536
5,775,Number of Locations,-0.046141104355423054
5,825,Number of Locations,0.05623024014717744
5,875,Number of Locations,0.017466884785892922
5,925,Number of Locations,0.0320334092508488
5,975,Number of Locations,0.041628937169596945
5,1025,Number of Locations,-0.20294039556376534
5,1075,Number of Locations,-0.17880312836297937
5,1125,Number of Locations,0.0457884482092601
5,1175,Number of Locations,-0.09439262527995768
5,1225,Number of Locations,-0.18218050835832297
5,-225,Overlap Process,0.2249169964562632
5,-175,Overlap Process,-0.004478786130515487
5,-125,Overlap Process,-0.08542979530610564
5,-75,Overlap Process,-0.025324415650056147
5,-25,Overlap Process,0.02503997204052188
5,25,Overlap Process,-0.09098520431755575
5,75,Overlap Process,0.07174046784305677
5,125,Overlap Process,-0.13296656501185292
5,175,Overlap Process,-0.00874614427157831
5,225,Overlap Process,0.2188532167454672
5,275,Overlap Process,0.2535317099818525
5,325,Overlap Process,0.15533387909000845
5,375,Overlap Process,0.3351694037830584
5,425,Overlap Process,0.28726808943817245
5,475,Overlap Process,0.4603669741840262
5,525,Overlap Process,0.48177998892778046
5,575,Overlap Process,0.3702104138090137
5,625,Overlap Process,0.5064351558498469
5,675,Overlap Process,0.371726480266724
5,725,Overlap Process,0.485235303111156
5,775,Overlap Process,0.3676994986429161
5,825,Overlap Process,0.5024794069698457
5,875,Overlap Process,0.04735328051300087
5,925,Overlap Process,0.3668597887063588
5,975,Overlap Process,0.08413802649350263
5,1025,Overlap Process,0.3132500611406679
5,1075,Overlap Process,0.20898381271273792
5,1125,Overlap Process,0.20865590918564658
5,1175,Overlap Process,0.0715823295579866
5,1225,Overlap Process,0.1588283586030922
5,-225,Attended Area,0.4130000929265555
5,-175,Attended Area,-0.06981363900777472
5,-125,Attended Area,0.17844320711634343
5,-75,Attended Area,-0.12183524618287479
5,-25,Attended Area,0.005424319036989539
5,25,Attended Area,0.16696696704323943
5,75,Attended Area,-0.2907765502739645
5,125,Attended Area,0.45033750503810155
5,175,Attended Area,0.729907965683381
5,225,Attended Area,-0.0962611887034062
5,275,Attended Area,0.1925087790640975
5,325,Attended Area,0.13982005807052944
5,375,Attended Area,0.6142173316606852
5,425,Attended Area,0.5752787295348191
5,475,Attended Area,0.28105208943104554
5,525,Attended Area,0.3317393169187706
5,575,Attended Area,0.3468507477375153
5,625,Attended Area,0.1836429668623553
5,675,Attended Area,0.3292923665370355
5,725,Attended Area,0.18973791765551942
5,775,Attended Area,0.08692157267828185
5,825,Attended Area,0.35061153238317266
5,875,Attended Area,-0.23627909075232215
5,925,Attended Area,0.0007793896114487351
5,975,Attended Area,-0.029383931362302478
5,1025,Attended Area,-0.10440969944447073
5,1075,Attended Area,-0.1677912627875616
5,1125,Attended Area,-0.284313411300328
5,1175,Attended Area,-0.17963044996121352
5,1225,Attended Area,-0.18876508550622545
5,-225,Total,0.4800720467673147
5,-175,Total,0.07649907505508716
5,-125,Total,0.31295764389248537
5,-75,Total,0.2144350845078319
5,-25,Total,0.12997916182253197
5,25,Total,0.23522611621185088
5,75,Total,0.38609479976137295
5,125,Total,0.5405217518728321
5,175,Total,0.7481193043499432
5,225,Total,0.5289950364256388
5,275,Total,0.36562605606962756
5,325,Total,0.2520496100585263
5,375,Total,0.6952584887656484
5,425,Total,0.6438829112025245
5,475,Total,0.5182580012298421
5,525,Total,0.5547524842815836
5,575,Total,0.4784675403133474
5,625,Total,0.5874296149058298
5,675,Total,0.5588598471195833
5,725,Total,0.7001408725361062
5,775,Total,0.4436083595798438
5,825,Total,0.6402859532568699
5,875,Total,0.4087209524990299
5,925,Total,0.6718994989980427
5,975,Total,0.4523659810413952
5,1025,Total,0.49300857004964044
5,1075,Total,0.34540490925847106
5,1125,Total,0.5203261675508641
5,1175,Total,0.35971537951705196
5,1225,Total,0.43141742559755536
6,-225,Set Size,0.21254027631660408
6,-175,Set Size,0.055523143101517056
6,-125,Set Size,0.10249026511499258
6,-75,Set Size,0.22572484314578742
6,-25,Set Size,-0.13891120432894208
6,25,Set Size,0.2949665331633422
6,75,Set Size,0.11062801518171882
6,125,Set Size,0.0022174538863550483
6,175,Set Size,0.24493915074969494
6,225,Set Size,0.49689724952802794
6,275,Set Size,0.44237461676876544
6,325,Set Size,0.2510895455903726
6,375,Set Size,0.31215831378597714
6,425,Set Size,0.49964826830282744
6,475,Set Size,0.6774138641406204
6,525,Set Size,0.5482338897404055
6,575,Set Size,0.6065493533088953
6,625,Set Size,0.6054175540457206
6,675,Set Size,0.42038075410837833
6,725,Set Size,0.6796122556010866
6,775,Set Size,0.6900105869003533
6,825,Set Size,0.4908024354336309
6,875,Set Size,0.6049616908064086
6,925,Set Size,0.47156268756180336
6,975,Set Size,0.5109095825297457
6,1025,Set Size,0.6091644884570848
6,1075,Set Size,0.5552898180821326
6,1125,Set Size,0.5372192814029092
6,1175,Set Size,0.40193418476831166
6,1225,Set Size,0.3792355817319657
6,-225,Number of Locations,0.30797554008753536
6,-175,Number of Locations,-0.16736719838424857
6,-125,Number of Locations,0.191102510568408
6,-75,Number of Locations,-0.0281967519905514
6,-25,Number of Locations,-0.09173549187105674
6,25,Number of Locations,0.2117089612349783
6,75,Number of Locations,0.12904368820688525
6,125,Number of Locations,0.03433767642889718
6,175,Number of Locations,0.17051477618057764
6,225,Number of Locations,0.3175702587493352
6,275,Number of Locations,0.18425689288060312
6,325,Number of Locations,0.2897373739896308
6,375,Number of Locations,0.09835813017606683
6,425,Number of Locations,0.14095231380500792
6,475,Number of Locations,0.21355147581325934
6,525,Number of Locations,0.15479906163401994
6,575,Number of Locations,0.0443582116622104
6,625,Number of Locations,-0.0029844699571914433
6,675,Number of Locations,0.039920083894075344
6,725,Number of Locations,0.19915909068360022
6,775,Number of Locations,0.10063829283389646
6,825,Number of Locations,0.1538757537601547
6,875,Number of Locations,0.07545087249577351
6,925,Number of Locations,-0.007405450681348837
6,975,Number of Locations,0.0281683206543605
6,1025,Number of Locations,0.18403828754309304
6,1075,Number of Locations,0.1089042717913947
6,1125,Number of Locations,0.031144296153699073
6,1175,Number of Locations,0.09227646878039719
6,1225,Number of Locations,0.12341487461446514
6,-225,Overlap Process,-0.07991995712579394
6,-175,Overlap Process,0.12937049899028288
6,-125,Overlap Process,-0.17931311180125095
6,-75,Overlap Process,-0.06309621794057382
6,-25,Overlap Process,-0.006043916859503187
6,25,Overlap Process,-0.3622552024085931
6,75,Overlap Process,-0.3040367564499972
6,125,Overlap Process,-0.1524646182637411
6,175,Overlap Process,-0.02478112966885319
6,225,Overlap Process,-0.17036108012869153
6,275,Overlap Process,-0.09297813716593381
6,325,Overlap Process,-0.09357877911565772
6,375,Overlap Process,0.0486936790522082
6,425,Overlap Process,0.011541065008677133
6,475,Overlap Process,0.11711944622070408
6,525,Overlap Process,0.20417967051123925
6,575,Overlap Process,0.2511639613224893
6,625,Overlap Process,0.19511627151887637
6,675,Overlap Process,0.028330471060588912
6,725,Overlap Process,-0.19198400988778946
6,775,Overlap Process,-0.1766596200631737
6,825,Overlap Process,-0.2663390043168814
6,875,Overlap Process,-0.2157593407450069
6,925,Overlap Process,-0.04243323669956289
6,975,Overlap Process,-0.018556949480572543
6,1025,Overlap Process,-0.1727094292336851
6,1075,Overlap Process,-0.06220101075867112
6,1125,Overlap Process,-0.04367367193361098
6,1175,Overlap Process,-0.0070622955235179015
6,1225,Overlap Process,-0.06363252206048366
6,-225,Attended Area,-0.07318724203756334
6,-175,Attended Area,0.38146295596630386
6,-125,Attended Area,-0.18639600186383906
6,-75,Attended Area,0.21555800848547263
6,-25,Attended Area,0.35105585172318154
6,25,Attended Area,0.0034834065096699574
6,75,Attended Area,0.0436461277682503
6,125,Attended Area,0.4822249285689482
6,175,Attended Area,0.6654682342511963
6,225,Attended Area,0.39827380063778256
6,275,Attended Area,0.328699797953565
6,325,Attended Area,0.5364565433662296
6,375,Attended Area,0.6868023639505971
6,425,Attended Area,0.593685854454261
6,475,Attended Area,0.37769664212691345
6,525,Attended Area,0.3391561818887024
6,575,Attended Area,0.2770678267003583
6,625,Attended Area,0.22887224694282818
6,675,Attended Area,0.35317160774912193
6,725,Attended Area,0.23240277702856518
6,775,Attended Area,0.14172542317145742
6,825,Attended Area,0.11675427771704615
6,875,Attended Area,0.1306421397165921
6,925,Attended Area,0.174321795892549
6,975,Attended Area,0.1309912388854533
6,1025,Attended Area,0.0885337759468577
6,1075,Attended Area,0.03475713778591972
6,1125,Attended Area,0.05671870563127765
6,1175,Attended Area,0.10320022107583533
6,1225,Attended Area,0.1838983885848522
6,-225,Total,0.3631350180103752
6,-175,Total,0.43357135068504277
6,-125,Total,0.3149313950789319
6,-75,Total,0.32511382866815636
6,-25,Total,0.4108598191922573
6,25,Total,0.4775124708505068
6,75,Total,0.34031435995321285
6,125,Total,0.5418044663030966
6,175,Total,0.7059136464293084
6,225,Total,0.672144802427769
6,275,Total,0.5472865627118022
6,325,Total,0.6319817265540838
6,375,Total,0.7308737676150928
6,425,Total,0.7430131387110591
6,475,Total,0.753554862947388
6,525,Total,0.6435477141634285
6,575,Total,0.6876324851021344
6,625,Total,0.6643687234331433
6,675,Total,0.5268992985428915
6,725,Total,0.7293184131312875
6,775,Total,0.716992767028296
6,825,Total,0.5639856857526442
6,875,Total,0.6492204905895504
6,925,Total,0.5039718772127205
6,975,Total,0.523214524178238
6,1025,Total,0.6328558900759784
6,1075,Total,0.5574166421168377
6,1125,Total,0.5436406485085129
6,1175,Total,0.40691938818461165
6,1225,Total,0.41548105493731075
7,-225,Set Size,-0.007830774799019228
7,-175,Set Size,-0.2390399546005219
7,-125,Set Size,-0.21178758849800394
7,-75,Set Size,-0.09993323809470642
7,-25,Set Size,0.030978062473562343
7,25,Set Size,0.32406294160776045
7,75,Set Size,-0.08827156280445327
7,125,Set Size,0.057082785376100634
7,175,Set Size,0.051696979165104275
7,225,Set Size,0.3871087005506661
7,275,Set Size,0.24706997100173309
7,325,Set Size,0.40874112592087325
7,375,Set Size,0.48801637994172675
7,425,Set Size,0.43270976320637833
7,475,Set Size,0.37282367962458574
7,525,Set Size,0.19387180360920267
7,575,Set Size,0.240547981008318
7,625,Set Size,0.3540397544404077
7,675,Set Size,0.4291620788783565
7,725,Set Size,0.4963700017413012
7,775,Set Size,0.2796328137708314
7,825,Set Size,0.3682628354380688
7,875,Set Size,0.24570955016333704
7,925,Set Size,0.01580512692880988
7,975,Set Size,0.14758969801636995
7,1025,Set Size,0.03268782957153562
7,1075,Set Size,-0.01110468298974645
7,1125,Set Size,-0.05045737492606431
7,1175,Set Size,0.26657028948844047
7,1225,Set Size,0.20331142612143174
7,-225,Number of Locations,-0.23696421039868454
7,-175,Number of Locations,-0.14511502254954897
7,-125,Number of Locations,-0.09298752322031303
7,-75,Number of Locations,-0.1090781807948831
7,-25,Number of Locations,-0.0957776254305861
7,25,Number of Locations,0.16566961919372225
7,75,Number of Locations,-0.006078519705004387
7,125,Number of Locations,0.02272292095452214
7,175,Number of Locations,-0.023821580229359058
7,225,Number of Locations,0.2752876937193443
7,275,Number of Locations,0.1588514248371789
7,325,Number of Locations,0.17099379015356445
7,375,Number of Locations,0.09888335102631642
7,425,Number of Locations,-0.16131258896942002
7,475,Number of Locations,-0.051029380827954204
7,525,Number of Locations,-0.13751764427464175
7,575,Number of Locations,0.07673154978386175
7,625,Number of Locations,0.0771424412644897
7,675,Number of Locations,0.006797885960477591
7,725,Number of Locations,-0.027294272871887553
7,775,Number of Locations,0.009371326346716585
7,825,Number of Locations,0.039724943075649985
7,875,Number of Locations,0.10878490649676004
7,925,Number of Locations,-0.12961321119998626
7,975,Number of Locations,0.0231736489187185
7,1025,Number of Locations,-0.15598924136419928
7,1075,Number of Locations,-0.27706415456637495
7,1125,Number of Locations,-0.4344440854357063
7,1175,Number of Locations,0.0384024438321336
7,1225,Number of Locations,-0.18653035131840953
7,-225,Overlap Process,-0.024559903196623652
7,-175,Overlap Process,-0.050937452924922806
7,-125,Overlap Process,-0.025673657064062612
7,-75,Overlap Process,0.061767449323752055
7,-25,Overlap Process,0.027639203994099387
7,25,Overlap Process,-0.3803634811432221
7,75,Overlap Process,-0.11066761463846589
7,125,Overlap Process,0.05412670336818589
7,175,Overlap Process,0.1658903630038318
7,225,Overlap Process,0.09204391149514406
7,275,Overlap Process,0.18511758161663558
7,325,Overlap Process,0.2156247601739599
7,375,Overlap Process,0.14744735132121478
7,425,Overlap Process,0.0313450457759348
7,475,Overlap Process,-0.018390711382664085
7,525,Overlap Process,-0.052115656133077254
7,575,Overlap Process,-0.030434840953948286
7,625,Overlap Process,-0.06487038798601652
7,675,Overlap Process,0.040999004523971164
7,725,Overlap Process,-0.015499831298528319
7,775,Overlap Process,-0.11007338750040434
7,825,Overlap Process,0.08844758680352274
7,875,Overlap Process,-0.04126118150048929
7,925,Overlap Process,-0.21854636254065876
7,975,Overlap Process,-0.15393240847509507
7,1025,Overlap Process,0.09871851353647745
7,1075,Overlap Process,0.2480881660293012
7,1125,Overlap Process,0.003254954810540117
7,1175,Overlap Process,-0.272870116740319
7,1225,Overlap Process,-0.05762304316034345
7,-225,Attended Area,-0.13793907737105177
7,-175,Attended Area,0.4038164143164586
7,-125,Attended Area,-0.026005838126119854
7,-75,Attended Area,-0.26132657589094765
7,-25,Attended Area,0.12499484794804967
7,25,Attended Area,0.28272971164689625
7,75,Attended Area,0.011675418511318241
7,125,Attended Area,0.4041449272284261
7,175,Attended Area,0.46792696749693347
7,225,Attended Area,0.35331945425657346
7,275,Attended Area,0.5405680291789464
7,325,Attended Area,0.47854831641312523
7,375,Attended Area,0.5325083890239208
7,425,Attended Area,0.6496723141061583
7,475,Attended Area,0.5813707363092804
7,525,Attended Area,0.4911890131763654
7,575,Attended Area,0.40346591864403436
7,625,Attended Area,0.403858214395451
7,675,Attended Area,0.23063495360490402
7,725,Attended Area,0.31272073975459386
7,775,Attended Area,0.13328184181519323
7,825,Attended Area,0.27178725290653416
7,875,Attended Area,0.3360483223221214
7,925,Attended Area,-0.03590275294682014
7,975,Attended Area,0.17123306296782978
7,1025,Attended Area,0.5628538945692099
7,1075,Attended Area,0.2056394876973794
7,1125,Attended Area,0.029958976687273015
7,1175,Attended Area,0.06472853822692194
7,1225,Attended Area,0.2883306268171116
7,-225,Total,0.27244441776097095
7,-175,Total,0.5295286522202367
7,-125,Total,0.22155929109461744
7,-75,Total,0.29879950057102306
7,-25,Total,0.16761847005542319
7,25,Total,0.5900102349608423
7,75,Total,0.1494857142977246
7,125,Total,0.4048531109901353
7,175,Total,0.4783852956412079
7,225,Total,0.5381919104088004
7,275,Total,0.5912935762875711
7,325,Total,0.6251654598485975
7,375,Total,0.6923391283754973
7,425,Total,0.8034856804987653
7,475,Total,0.689799075632218
7,525,Total,0.5722038244971455
7,575,Total,0.459703727731459
7,625,Total,0.5265080283136262
7,675,Total,0.47649985754450813
7,725,Total,0.5823211853535527
7,775,Total,0.32940468474051354
7,825,Total,0.44243096421055506
7,875,Total,0.4093659375730649
7,925,Total,0.27024800602042426
7,975,Total,0.2829294701905173
7,1025,Total,0.5963093838461837
7,1075,Total,0.40192275324995375
7,1125,Total,0.4428174653272808
7,1175,Total,0.3885891531645609
7,1225,Total,0.43573443111179444
8,-225,Set Size,0.008643163023969381
8,-175,Set Size,0.04669761796984213
8,-125,Set Size,0.2435472402502936
8,-75,Set Size,0.09800058830613628
8,-25,Set Size,-0.18161891429612848
8,25,Set Size,-0.1770268705556119
8,75,Set Size,-0.2300361345396423
8,125,Set Size,0.31027195416938647
8,175,Set Size,0.07693520795667654
8,225,Set Size,0.07507757353427345
8,275,Set Size,0.10793821908699544
8,325,Set Size,0.33773595799495715
8,375,Set Size,0.4116225708733566
8,425,Set Size,0.3867322600337614
8,475,Set Size,0.4658437918663871
8,525,Set Size,0.703631367084809
8,575,Set Size,0.4183636681258154
8,625,Set Size,0.35372759974985907
8,675,Set Size,0.35247098254744963
8,725,Set Size,0.3568979404466152
8,775,Set Size,0.20614618344017951
8,825,Set Size,-0.008286975284246977
8,875,Set Size,0.010464848729428008
8,925,Set Size,-0.07816344259260104
8,975,Set Size,0.02809202870037123
8,1025,Set Size,0.057655750412324056
8,1075,Set Size,0.19400117286809004
8,1125,Set Size,-0.01652336552349298
8,1175,Set Size,0.03849198146204187
8,1225,Set Size,0.08076566554761229
8,-225,Number of Locations,0.009853816924344576
8,-175,Number of Locations,0.19978062946682207
8,-125,Number of Locations,-0.06762741502212294
8,-75,Number of Locations,-0.03403690337897949
8,-25,Number of Locations,-0.44090132157761674
8,25,Number of Locations,-0.05025992050094698
8,75,Number of Locations,-0.23724213500225383
8,125,Number of Locations,0.4172743178412166
8,175,Number of Locations,0.4385168502385921
8,225,Number of Locations,0.1781930023825573
8,275,Number of Locations,0.5285559047474133
8,325,Number of Locations,0.3324642066076229
8,375,Number of Locations,0.32591836551068204
8,425,Number of Locations,0.26504385979290945
8,475,Number of Locations,0.3028380958910477
8,525,Number of Locations,0.2684463608054719
8,575,Number of Locations,0.15589595409743642
8,625,Number of Locations,-0.1381456968128115
8,675,Number of Locations,0.1388298107146615
8,725,Number of Locations,0.09688040206420004
8,775,Number of Locations,0.04174619718302207
8,825,Number of Locations,-0.009677852797273599
8,875,Number of Locations,-0.08819757788780463
8,925,Number of Locations,-0.06744492346074756
8,975,Number of Locations,0.012294390623264283
8,1025,Number of Locations,-0.18026499357459635
8,1075,Number of Locations,-0.03195561503989925
8,1125,Number of Locations,0.021936669790454357
8,1175,Number of Locations,0.039966155776654036
8,1225,Number of Locations,-0.020085812147488828
8,-225,Overlap Process,-0.09866394458234982
8,-175,Overlap Process,-0.11012502883661314
8,-125,Overlap Process,-0.09474293003354582
8,-75,Overlap Process,-0.2770520621098528
8,-25,Overlap Process,0.026503962248245257
8,25,Overlap Process,0.14072586540469117
8,75,Overlap Process,0.059336686030018064
8,125,Overlap Process,-0.0695616135582588
8,175,Overlap Process,-0.05282563185504657
8,225,Overlap Process,0.0895294524947379
8,275,Overlap Process,0.02049896073352942
8,325,Overlap Process,0.0007784019326418163
8,375,Overlap Process,-0.03344372307918314
8,425,Overlap Process,-0.009444993849686188
8,475,Overlap Process,-0.12097579111642795
8,525,Overlap Process,0.022081588454113107
8,575,Overlap Process,0.07118945266524387
8,625,Overlap Process,0.03182829700314152
8,675,Overlap Process,0.039704083214219435
8,725,Overlap Process,-0.11786175492702303
8,775,Overlap Process,0.1000189564139843
8,825,Overlap Process,0.1813201965358323
8,875,Overlap Process,0.13633299600806115
8,925,Overlap Process,0.18926748080847539
8,975,Overlap Process,0.2217365652497046
8,1025,Overlap Process,0.45641355298637787
8,1075,Overlap Process,0.1899659149403865
8,1125,Overlap Process,0.1652823933513144
8,1175,Overlap Process,0.09778686157612287
8,1225,Overlap Process,0.0971143581909284
8,-225,Attended Area,0.21567970335492548
8,-175,Attended Area,0.13187308218888463
8,-125,Attended Area,-0.09433969456779433
8,-75,Attended Area,0.4049892469402205
8,-25,Attended Area,0.13476838273363634
8,25,Attended Area,-0.20674483176787764
8,75,Attended Area,-0.14186224037985554
8,125,Attended Area,0.46719785181176104
8,175,Attended Area,0.6255452174488341
8,225,Attended Area,0.8112526060111915
8,275,Attended Area,0.7412062193529183
8,325,Attended Area,0.6018277882127004
8,375,Attended Area,0.5935669459546984
8,425,Attended Area,0.5686422269933242
8,475,Attended Area,0.33845745063854954
8,525,Attended Area,0.1258232977948468
8,575,Attended Area,0.45750805405553435
8,625,Attended Area,0.10920531077630805
8,675,Attended Area,0.35194371321158174
8,725,Attended Area,0.09802416215355829
8,775,Attended Area,0.25616796040717754
8,825,Attended Area,0.15002898211090962
8,875,Attended Area,0.37587240804516053
8,925,Attended Area,0.20555891709188528
8,975,Attended Area,0.38960351956812556
8,1025,Attended Area,0.17719109768661842
8,1075,Attended Area,0.12545734705589084
8,1125,Attended Area,0.16701786789987438
8,1175,Attended Area,-0.1543670372297357
8,1225,Attended Area,0.06957817733327024
8,-225,Total,0.2574589767954781
8,-175,Total,0.25824744119890863
8,-125,Total,0.3042365550882568
8,-75,Total,0.5501940949937242
8,-25,Total,0.4875455537644444
8,25,Total,0.3113861574059378
8,75,Total,0.326041521246891
8,125,Total,0.6445997519150427
8,175,Total,0.7524799773657546
8,225,Total,0.8219123129349492
8,275,Total,0.8857978376480767
8,325,Total,0.7090121755971428
8,375,Total,0.7319798730720464
8,425,Total,0.6825675408761397
8,475,Total,0.6023671199197329
8,525,Total,0.7196236576192456
8,575,Total,0.593282840167705
8,625,Total,0.4201353259646105
8,675,Total,0.477598601212096
8,725,Total,0.3818791377671305
8,775,Total,0.3202544073695793
8,825,Total,0.21836677903009963
8,875,Total,0.39741566897848624
8,925,Total,0.27832286115820903
8,975,Total,0.42005941829548876
8,1025,Total,0.49628103047949074
8,1075,Total,0.2904359941047872
8,1125,Total,0.2211556616409765
8,1175,Total,0.21590938959157402
8,1225,Total,0.1389047304668532
9,-225,Set Size,-0.31523788533468683
9,-175,Set Size,-0.06207938208257854
9,-125,Set Size,-0.2618311497068565
9,-75,Set Size,-0.13655917414889684
9,-25,Set Size,0.26881001338947386
9,25,Set Size,0.13062956308887752
9,75,Set Size,0.11026812339079793
9,125,Set Size,0.21123614964927562
9,175,Set Size,0.27947918442823116
9,225,Set Size,0.10127337364266997
9,275,Set Size,0.3910198615233114
9,325,Set Size,0.20220290221218779
9,375,Set Size,0.4633609292932238
9,425,Set Size,0.590944760824775
9,475,Set Size,0.3083495341179937
9,525,Set Size,0.3885913632673802
9,575,Set Size,0.0878307632575969
9,625,Set Size,0.27765287271677824
9,675,Set Size,0.13276510954055487
9,725,Set Size,0.08828833459546728
9,775,Set Size,0.18886589972581538
9,825,Set Size,0.17140450760526127
9,875,Set Size,0.22391430784590055
9,925,Set Size,-0.04835656460642939
9,975,Set Size,0.16482849748057107
9,1025,Set Size,0.22659712434976886
9,1075,Set Size,0.37582918781495744
9,1125,Set Size,0.25254335407989176
9,1175,Set Size,0.13764497578126758
9,1225,Set Size,0.017280558718668685
9,-225,Number of Locations,-0.17435249110142595
9,-175,Number of Locations,0.07300249746788184
9,-125,Number of Locations,-0.16366691997386112
9,-75,Number of Locations,0.018668368637074065
9,-25,Number of Locations,0.41158303224820225
9,25,Number of Locations,0.24169233034132834
9,75,Number of Locations,-0.17657905714666683
9,125,Number of Locations,0.16399529853720754
9,175,Number of Locations,0.2960662690081691
9,225,Number of Locations,0.1397305034859486
9,275,Number of Locations,0.2475873356293676
9,325,Number of Locations,0.15253417839151767
9,375,Number of Locations,0.07129832688059295
9,425,Number of Locations,-0.12320779481934888
9,475,Number of Locations,0.01427656989819725
9,525,Number of Locations,0.03281734115855908
9,575,Number of Locations,-0.13248131030148466
9,625,Number of Locations,0.003391446633812091
9,675,Number of Locations,-0.13949170667523725
9,725,Number of Locations,-0.1673848889209224
9,775,Number of Locations,-0.10477996729832573
9,825,Number of Locations,-0.3033156813132269
9,875,Number of Locations,0.12275040814929043
9,925,Number of Locations,-0.06256635175477376
9,975,Number of Locations,0.07179854669030662
9,1025,Number of Locations,-0.07874527966322013
9,1075,Number of Locations,-0.05546654748581107
9,1125,Number of Locations,-0.07319725928047227
9,1175,Number of Locations,-0.011469451455339121
9,1225,Number of Locations,0.10303507504385617
9,-225,Overlap Process,-0.008250548187592566
9,-175,Overlap Process,-0.12997180064616137
9,-125,Overlap Process,0.3715687310110422
9,-75,Overlap Process,-0.14924089282154296
9,-25,Overlap Process,-0.18876905230828536
9,25,Overlap Process,-0.28659396883270094
9,75,Overlap Process,-0.23591645963288677
9,125,Overlap Process,-0.272031577878875
9,175,Overlap Process,-0.2543504038448488
9,225,Overlap Process,-0.04784111579861923
9,275,Overlap Process,-0.23536881288856942
9,325,Overlap Process,-0.15219979179642487
9,375,Overlap Process,-0.14935249291392377
9,425,Overlap Process,0.009257721881403842
9,475,Overlap Process,-0.08834080752767666
9,525,Overlap Process,-0.11046344382152021
9,575,Overlap Process,-0.05406661588667735
9,625,Overlap Process,-0.12802472745969498
9,675,Overlap Process,-0.16916199257416795
9,725,Overlap Process,0.0747548980386603
9,775,Overlap Process,-0.056197184062631626
9,825,Overlap Process,0.22417505328838755
9,875,Overlap Process,-0.14271284864757341
9,925,Overlap Process,0.12612992933652717
9,975,Overlap Process,-0.19897139741242464
9,1025,Overlap Process,-0.00839724810374653
9,1075,Overlap Process,-0.11432546811312788
9,1125,Overlap Process,0.0911083376293319
9,1175,Overlap Process,-0.019116779332434965
9,1225,Overlap Process,-0.09980829624399853
9,-225,Attended Area,0.11957951001643782
9,-175,Attended Area,0.016174145213311644
9,-125,Attended Area,0.3693086626669596
9,-75,Attended Area,-0.10434864808784562
9,-25,Attended Area,0.0075834412701769075
9,25,Attended Area,0.15385575108102184
9,75,Attended Area,0.3134370570861391
9,125,Attended Area,0.31173267566536916
9,175,Attended Area,0.38445347186299283
